Name;Date;Timeband;Yield
Government Bonds;28.12.2016;30 YEARS;1,032092
Euribor rates;29.12.2016;1 WEEK;-0,374
Euribor rates;29.12.2016;2 WEEKS;-0,373
Euribor rates;29.12.2016;1 MONTH;-0,368
Euribor rates;29.12.2016;2 MONTHS;-0,338
Euribor rates;29.12.2016;3 MONTHS;-0,319
Euribor rates;29.12.2016;6 MONTHS;-0,221
Euribor rates;29.12.2016;9 MONTHS;-0,139
Euribor rates;29.12.2016;12 MONTHS;-0,081
Government Bonds;29.12.2016;10 YEARS;0,246972
Government Bonds;29.12.2016;12 MONTHS;-0,834485
Government Bonds;29.12.2016;2 YEARS;-0,803855
Government Bonds;29.12.2016;5 YEARS;-0,459018
Government Bonds;29.12.2016;7 YEARS;-0,136758
Government Bonds;29.12.2016;12 YEARS;0,426789
Government Bonds;29.12.2016;15 YEARS;0,616717
Government Bonds;29.12.2016;3 MONTHS;-0,929979
Government Bonds;29.12.2016;6 MONTHS;-0,879916
Government Bonds;29.12.2016;9 MONTHS;-0,850786
Government Bonds;29.12.2016;20 YEARS;0,810901
Government Bonds;29.12.2016;25 YEARS;0,927888
Government Bonds;29.12.2016;30 YEARS;1,005902
Euribor rates;30.12.2016;1 WEEK;-0,373
Euribor rates;30.12.2016;2 WEEKS;-0,372
Euribor rates;30.12.2016;1 MONTH;-0,368
Euribor rates;30.12.2016;2 MONTHS;-0,338
Euribor rates;30.12.2016;3 MONTHS;-0,319
Euribor rates;30.12.2016;6 MONTHS;-0,221
Euribor rates;30.12.2016;9 MONTHS;-0,139
Euribor rates;30.12.2016;12 MONTHS;-0,082
Government Bonds;30.12.2016;10 YEARS;0,258126
Government Bonds;30.12.2016;12 MONTHS;-0,822444
Government Bonds;30.12.2016;2 YEARS;-0,800098
Government Bonds;30.12.2016;5 YEARS;-0,473372
Government Bonds;30.12.2016;7 YEARS;-0,143497
Government Bonds;30.12.2016;12 YEARS;0,44833
Government Bonds;30.12.2016;15 YEARS;0,650072
Government Bonds;30.12.2016;3 MONTHS;-0,927596
Government Bonds;30.12.2016;6 MONTHS;-0,871451
Government Bonds;30.12.2016;9 MONTHS;-0,839399
Government Bonds;30.12.2016;20 YEARS;0,856789
Government Bonds;30.12.2016;25 YEARS;0,981397
Government Bonds;30.12.2016;30 YEARS;1,064496
Euribor rates;2.1.2017;1 WEEK;-0,371
Euribor rates;2.1.2017;2 WEEKS;-0,374
Euribor rates;2.1.2017;1 MONTH;-0,368
Euribor rates;2.1.2017;2 MONTHS;-0,336
Euribor rates;2.1.2017;3 MONTHS;-0,318
Euribor rates;2.1.2017;6 MONTHS;-0,22
Euribor rates;2.1.2017;9 MONTHS;-0,14
Euribor rates;2.1.2017;12 MONTHS;-0,083
Government Bonds;2.1.2017;10 YEARS;0,227263
Government Bonds;2.1.2017;12 MONTHS;-0,79053
Government Bonds;2.1.2017;2 YEARS;-0,818167
Government Bonds;2.1.2017;5 YEARS;-0,505375
Government Bonds;2.1.2017;7 YEARS;-0,174519
Government Bonds;2.1.2017;12 YEARS;0,417493
Government Bonds;2.1.2017;15 YEARS;0,619361
Government Bonds;2.1.2017;3 MONTHS;-0,791214
Government Bonds;2.1.2017;6 MONTHS;-0,780195
Government Bonds;2.1.2017;9 MONTHS;-0,782101
Government Bonds;2.1.2017;20 YEARS;0,826311
Government Bonds;2.1.2017;25 YEARS;0,95108
Government Bonds;2.1.2017;30 YEARS;1,034288
Euribor rates;3.1.2017;1 WEEK;-0,374
Euribor rates;3.1.2017;2 WEEKS;-0,374
Euribor rates;3.1.2017;1 MONTH;-0,37
Euribor rates;3.1.2017;2 MONTHS;-0,338
Euribor rates;3.1.2017;3 MONTHS;-0,319
Euribor rates;3.1.2017;6 MONTHS;-0,221
Euribor rates;3.1.2017;9 MONTHS;-0,14
Euribor rates;3.1.2017;12 MONTHS;-0,084
Government Bonds;3.1.2017;10 YEARS;0,31561
Government Bonds;3.1.2017;12 MONTHS;-0,778623
Government Bonds;3.1.2017;2 YEARS;-0,798726
Government Bonds;3.1.2017;5 YEARS;-0,448786
Government Bonds;3.1.2017;7 YEARS;-0,10035
Government Bonds;3.1.2017;12 YEARS;0,51088
Government Bonds;3.1.2017;15 YEARS;0,717379
Government Bonds;3.1.2017;3 MONTHS;-0,779862
Government Bonds;3.1.2017;6 MONTHS;-0,769149
Government Bonds;3.1.2017;9 MONTHS;-0,770887
Government Bonds;3.1.2017;20 YEARS;0,928684
Government Bonds;3.1.2017;25 YEARS;1,05602
Government Bonds;3.1.2017;30 YEARS;1,140937
Euribor rates;4.1.2017;1 WEEK;-0,374
Euribor rates;4.1.2017;2 WEEKS;-0,373
Euribor rates;4.1.2017;1 MONTH;-0,369
Euribor rates;4.1.2017;2 MONTHS;-0,339
Euribor rates;4.1.2017;3 MONTHS;-0,32
Euribor rates;4.1.2017;6 MONTHS;-0,224
Euribor rates;4.1.2017;9 MONTHS;-0,142
Euribor rates;4.1.2017;12 MONTHS;-0,085
Government Bonds;4.1.2017;10 YEARS;0,328245
Government Bonds;4.1.2017;12 MONTHS;-0,792114
Government Bonds;4.1.2017;2 YEARS;-0,796286
Government Bonds;4.1.2017;5 YEARS;-0,437412
Government Bonds;4.1.2017;7 YEARS;-0,089545
Government Bonds;4.1.2017;12 YEARS;0,525518
Government Bonds;4.1.2017;15 YEARS;0,734783
Government Bonds;4.1.2017;3 MONTHS;-0,810978
Government Bonds;4.1.2017;6 MONTHS;-0,794128
Government Bonds;4.1.2017;9 MONTHS;-0,789904
Government Bonds;4.1.2017;20 YEARS;0,949323
Government Bonds;4.1.2017;25 YEARS;1,078675
Government Bonds;4.1.2017;30 YEARS;1,164941
Euribor rates;5.1.2017;1 WEEK;-0,376
Euribor rates;5.1.2017;2 WEEKS;-0,374
Euribor rates;5.1.2017;1 MONTH;-0,369
Euribor rates;5.1.2017;2 MONTHS;-0,339
Euribor rates;5.1.2017;3 MONTHS;-0,321
Euribor rates;5.1.2017;6 MONTHS;-0,226
Euribor rates;5.1.2017;9 MONTHS;-0,145
Euribor rates;5.1.2017;12 MONTHS;-0,085
Government Bonds;5.1.2017;10 YEARS;0,344468
Government Bonds;5.1.2017;12 MONTHS;-0,770749
Government Bonds;5.1.2017;2 YEARS;-0,765219
Government Bonds;5.1.2017;5 YEARS;-0,406408
Government Bonds;5.1.2017;7 YEARS;-0,065462
Government Bonds;5.1.2017;12 YEARS;0,538399
Government Bonds;5.1.2017;15 YEARS;0,744347
Government Bonds;5.1.2017;3 MONTHS;-0,799905
Government Bonds;5.1.2017;6 MONTHS;-0,7796
Government Bonds;5.1.2017;9 MONTHS;-0,771873
Government Bonds;5.1.2017;20 YEARS;0,955634
Government Bonds;5.1.2017;25 YEARS;1,083051
Government Bonds;5.1.2017;30 YEARS;1,168027
Euribor rates;6.1.2017;1 WEEK;-0,379
Euribor rates;6.1.2017;2 WEEKS;-0,374
Euribor rates;6.1.2017;1 MONTH;-0,369
Euribor rates;6.1.2017;2 MONTHS;-0,34
Euribor rates;6.1.2017;3 MONTHS;-0,321
Euribor rates;6.1.2017;6 MONTHS;-0,229
Euribor rates;6.1.2017;9 MONTHS;-0,146
Euribor rates;6.1.2017;12 MONTHS;-0,087
Government Bonds;6.1.2017;10 YEARS;0,345411
Government Bonds;6.1.2017;12 MONTHS;-0,748755
Government Bonds;6.1.2017;2 YEARS;-0,73934
Government Bonds;6.1.2017;5 YEARS;-0,391077
Government Bonds;6.1.2017;7 YEARS;-0,057408
Government Bonds;6.1.2017;12 YEARS;0,536313
Government Bonds;6.1.2017;15 YEARS;0,739168
Government Bonds;6.1.2017;3 MONTHS;-0,790154
Government Bonds;6.1.2017;6 MONTHS;-0,764435
Government Bonds;6.1.2017;9 MONTHS;-0,752719
Government Bonds;6.1.2017;20 YEARS;0,947337
Government Bonds;6.1.2017;25 YEARS;1,07288
Government Bonds;6.1.2017;30 YEARS;1,156608
Euribor rates;9.1.2017;1 WEEK;-0,379
Euribor rates;9.1.2017;2 WEEKS;-0,374
Euribor rates;9.1.2017;1 MONTH;-0,371
Euribor rates;9.1.2017;2 MONTHS;-0,34
Euribor rates;9.1.2017;3 MONTHS;-0,322
Euribor rates;9.1.2017;6 MONTHS;-0,23
Euribor rates;9.1.2017;9 MONTHS;-0,148
Euribor rates;9.1.2017;12 MONTHS;-0,088
Government Bonds;9.1.2017;10 YEARS;0,347276
Government Bonds;9.1.2017;12 MONTHS;-0,751347
Government Bonds;9.1.2017;2 YEARS;-0,752512
Government Bonds;9.1.2017;5 YEARS;-0,40426
Government Bonds;9.1.2017;7 YEARS;-0,065546
Government Bonds;9.1.2017;12 YEARS;0,544434
Government Bonds;9.1.2017;15 YEARS;0,754814
Government Bonds;9.1.2017;3 MONTHS;-0,765734
Government Bonds;9.1.2017;6 MONTHS;-0,75222
Government Bonds;9.1.2017;9 MONTHS;-0,749188
Government Bonds;9.1.2017;20 YEARS;0,971282
Government Bonds;9.1.2017;25 YEARS;1,101935
Government Bonds;9.1.2017;30 YEARS;1,189078
Euribor rates;10.1.2017;1 WEEK;-0,38
Euribor rates;10.1.2017;2 WEEKS;-0,373
Euribor rates;10.1.2017;1 MONTH;-0,372
Euribor rates;10.1.2017;2 MONTHS;-0,341
Euribor rates;10.1.2017;3 MONTHS;-0,324
Euribor rates;10.1.2017;6 MONTHS;-0,232
Euribor rates;10.1.2017;9 MONTHS;-0,149
Euribor rates;10.1.2017;12 MONTHS;-0,09
Government Bonds;10.1.2017;10 YEARS;0,347367
Government Bonds;10.1.2017;12 MONTHS;-0,772781
Government Bonds;10.1.2017;2 YEARS;-0,759632
Government Bonds;10.1.2017;5 YEARS;-0,398812
Government Bonds;10.1.2017;7 YEARS;-0,062566
Government Bonds;10.1.2017;12 YEARS;0,543841
Government Bonds;10.1.2017;15 YEARS;0,754019
Government Bonds;10.1.2017;3 MONTHS;-0,795768
Government Bonds;10.1.2017;6 MONTHS;-0,780347
Government Bonds;10.1.2017;9 MONTHS;-0,774261
Government Bonds;10.1.2017;20 YEARS;0,97066
Government Bonds;10.1.2017;25 YEARS;1,10149
Government Bonds;10.1.2017;30 YEARS;1,188758
Euribor rates;11.1.2017;1 WEEK;-0,381
Euribor rates;11.1.2017;2 WEEKS;-0,373
Euribor rates;11.1.2017;1 MONTH;-0,372
Euribor rates;11.1.2017;2 MONTHS;-0,341
Euribor rates;11.1.2017;3 MONTHS;-0,326
Euribor rates;11.1.2017;6 MONTHS;-0,233
Euribor rates;11.1.2017;9 MONTHS;-0,15
Euribor rates;11.1.2017;12 MONTHS;-0,091
Government Bonds;11.1.2017;10 YEARS;0,319198
Government Bonds;11.1.2017;12 MONTHS;-0,762972
Government Bonds;11.1.2017;2 YEARS;-0,741953
Government Bonds;11.1.2017;5 YEARS;-0,40028
Government Bonds;11.1.2017;7 YEARS;-0,079259
Government Bonds;11.1.2017;12 YEARS;0,512645
Government Bonds;11.1.2017;15 YEARS;0,720971
Government Bonds;11.1.2017;3 MONTHS;-0,79851
Government Bonds;11.1.2017;6 MONTHS;-0,778584
Government Bonds;11.1.2017;9 MONTHS;-0,768216
Government Bonds;11.1.2017;20 YEARS;0,936617
Government Bonds;11.1.2017;25 YEARS;1,067019
Government Bonds;11.1.2017;30 YEARS;1,154014
Euribor rates;12.1.2017;1 WEEK;-0,379
Euribor rates;12.1.2017;2 WEEKS;-0,373
Euribor rates;12.1.2017;1 MONTH;-0,372
Euribor rates;12.1.2017;2 MONTHS;-0,339
Euribor rates;12.1.2017;3 MONTHS;-0,327
Euribor rates;12.1.2017;6 MONTHS;-0,234
Euribor rates;12.1.2017;9 MONTHS;-0,151
Euribor rates;12.1.2017;12 MONTHS;-0,093
Government Bonds;12.1.2017;10 YEARS;0,31919
Government Bonds;12.1.2017;12 MONTHS;-0,767203
Government Bonds;12.1.2017;2 YEARS;-0,745147
Government Bonds;12.1.2017;5 YEARS;-0,406343
Government Bonds;12.1.2017;7 YEARS;-0,084438
Government Bonds;12.1.2017;12 YEARS;0,51655
Government Bonds;12.1.2017;15 YEARS;0,729891
Government Bonds;12.1.2017;3 MONTHS;-0,804873
Government Bonds;12.1.2017;6 MONTHS;-0,784189
Government Bonds;12.1.2017;9 MONTHS;-0,773084
Government Bonds;12.1.2017;20 YEARS;0,95128
Government Bonds;12.1.2017;25 YEARS;1,085262
Government Bonds;12.1.2017;30 YEARS;1,174655
Euribor rates;13.1.2017;1 WEEK;-0,379
Euribor rates;13.1.2017;2 WEEKS;-0,373
Euribor rates;13.1.2017;1 MONTH;-0,372
Euribor rates;13.1.2017;2 MONTHS;-0,339
Euribor rates;13.1.2017;3 MONTHS;-0,327
Euribor rates;13.1.2017;6 MONTHS;-0,236
Euribor rates;13.1.2017;9 MONTHS;-0,152
Euribor rates;13.1.2017;12 MONTHS;-0,094
Government Bonds;13.1.2017;10 YEARS;0,329043
Government Bonds;13.1.2017;12 MONTHS;-0,775024
Government Bonds;13.1.2017;2 YEARS;-0,750644
Government Bonds;13.1.2017;5 YEARS;-0,407443
Government Bonds;13.1.2017;7 YEARS;-0,083224
Government Bonds;13.1.2017;12 YEARS;0,53328
Government Bonds;13.1.2017;15 YEARS;0,755818
Government Bonds;13.1.2017;3 MONTHS;-0,805329
Government Bonds;13.1.2017;6 MONTHS;-0,788983
Government Bonds;13.1.2017;9 MONTHS;-0,78009
Government Bonds;13.1.2017;20 YEARS;0,988076
Government Bonds;13.1.2017;25 YEARS;1,128922
Government Bonds;13.1.2017;30 YEARS;1,222923
Euribor rates;16.1.2017;1 WEEK;-0,38
Euribor rates;16.1.2017;2 WEEKS;-0,372
Euribor rates;16.1.2017;1 MONTH;-0,372
Euribor rates;16.1.2017;2 MONTHS;-0,339
Euribor rates;16.1.2017;3 MONTHS;-0,328
Euribor rates;16.1.2017;6 MONTHS;-0,238
Euribor rates;16.1.2017;9 MONTHS;-0,153
Euribor rates;16.1.2017;12 MONTHS;-0,095
Government Bonds;16.1.2017;10 YEARS;0,334929
Government Bonds;16.1.2017;12 MONTHS;-0,754413
Government Bonds;16.1.2017;2 YEARS;-0,756514
Government Bonds;16.1.2017;5 YEARS;-0,416984
Government Bonds;16.1.2017;7 YEARS;-0,083178
Government Bonds;16.1.2017;12 YEARS;0,539131
Government Bonds;16.1.2017;15 YEARS;0,759768
Government Bonds;16.1.2017;3 MONTHS;-0,750412
Government Bonds;16.1.2017;6 MONTHS;-0,746787
Government Bonds;16.1.2017;9 MONTHS;-0,749383
Government Bonds;16.1.2017;20 YEARS;0,988685
Government Bonds;16.1.2017;25 YEARS;1,127219
Government Bonds;16.1.2017;30 YEARS;1,21965
Euribor rates;17.1.2017;1 WEEK;-0,38
Euribor rates;17.1.2017;2 WEEKS;-0,372
Euribor rates;17.1.2017;1 MONTH;-0,372
Euribor rates;17.1.2017;2 MONTHS;-0,339
Euribor rates;17.1.2017;3 MONTHS;-0,329
Euribor rates;17.1.2017;6 MONTHS;-0,239
Euribor rates;17.1.2017;9 MONTHS;-0,153
Euribor rates;17.1.2017;12 MONTHS;-0,098
Government Bonds;17.1.2017;10 YEARS;0,288612
Government Bonds;17.1.2017;12 MONTHS;-0,751563
Government Bonds;17.1.2017;2 YEARS;-0,762581
Government Bonds;17.1.2017;5 YEARS;-0,449798
Government Bonds;17.1.2017;7 YEARS;-0,12378
Government Bonds;17.1.2017;12 YEARS;0,490496
Government Bonds;17.1.2017;15 YEARS;0,708654
Government Bonds;17.1.2017;3 MONTHS;-0,751137
Government Bonds;17.1.2017;6 MONTHS;-0,744477
Government Bonds;17.1.2017;9 MONTHS;-0,746076
Government Bonds;17.1.2017;20 YEARS;0,934936
Government Bonds;17.1.2017;25 YEARS;1,071852
Government Bonds;17.1.2017;30 YEARS;1,163201
Euribor rates;18.1.2017;1 WEEK;-0,38
Euribor rates;18.1.2017;2 WEEKS;-0,372
Euribor rates;18.1.2017;1 MONTH;-0,372
Euribor rates;18.1.2017;2 MONTHS;-0,339
Euribor rates;18.1.2017;3 MONTHS;-0,329
Euribor rates;18.1.2017;6 MONTHS;-0,24
Euribor rates;18.1.2017;9 MONTHS;-0,154
Euribor rates;18.1.2017;12 MONTHS;-0,099
Government Bonds;18.1.2017;10 YEARS;0,356768
Government Bonds;18.1.2017;12 MONTHS;-0,739688
Government Bonds;18.1.2017;2 YEARS;-0,737066
Government Bonds;18.1.2017;5 YEARS;-0,398627
Government Bonds;18.1.2017;7 YEARS;-0,063592
Government Bonds;18.1.2017;12 YEARS;0,562001
Government Bonds;18.1.2017;15 YEARS;0,783608
Government Bonds;18.1.2017;3 MONTHS;-0,751072
Government Bonds;18.1.2017;6 MONTHS;-0,740375
Government Bonds;18.1.2017;9 MONTHS;-0,738024
Government Bonds;18.1.2017;20 YEARS;1,013397
Government Bonds;18.1.2017;25 YEARS;1,152427
Government Bonds;18.1.2017;30 YEARS;1,245185
Euribor rates;19.1.2017;1 WEEK;-0,38
Euribor rates;19.1.2017;2 WEEKS;-0,372
Euribor rates;19.1.2017;1 MONTH;-0,372
Euribor rates;19.1.2017;2 MONTHS;-0,339
Euribor rates;19.1.2017;3 MONTHS;-0,329
Euribor rates;19.1.2017;6 MONTHS;-0,24
Euribor rates;19.1.2017;9 MONTHS;-0,154
Euribor rates;19.1.2017;12 MONTHS;-0,1
Government Bonds;19.1.2017;10 YEARS;0,402441
Government Bonds;19.1.2017;12 MONTHS;-0,746078
Government Bonds;19.1.2017;2 YEARS;-0,733393
Government Bonds;19.1.2017;5 YEARS;-0,364781
Government Bonds;19.1.2017;7 YEARS;-0,021275
Government Bonds;19.1.2017;12 YEARS;0,607643
Government Bonds;19.1.2017;15 YEARS;0,828477
Government Bonds;19.1.2017;3 MONTHS;-0,757819
Government Bonds;19.1.2017;6 MONTHS;-0,74819
Government Bonds;19.1.2017;9 MONTHS;-0,745614
Government Bonds;19.1.2017;20 YEARS;1,057025
Government Bonds;19.1.2017;25 YEARS;1,195227
Government Bonds;19.1.2017;30 YEARS;1,287427
Euribor rates;20.1.2017;1 WEEK;-0,38
Euribor rates;20.1.2017;2 WEEKS;-0,372
Euribor rates;20.1.2017;1 MONTH;-0,372
Euribor rates;20.1.2017;2 MONTHS;-0,339
Euribor rates;20.1.2017;3 MONTHS;-0,328
Euribor rates;20.1.2017;6 MONTHS;-0,241
Euribor rates;20.1.2017;9 MONTHS;-0,155
Euribor rates;20.1.2017;12 MONTHS;-0,1
Government Bonds;20.1.2017;10 YEARS;0,414296
Government Bonds;20.1.2017;12 MONTHS;-0,723828
Government Bonds;20.1.2017;2 YEARS;-0,709773
Government Bonds;20.1.2017;5 YEARS;-0,352349
Government Bonds;20.1.2017;7 YEARS;-0,01119
Government Bonds;20.1.2017;12 YEARS;0,621589
Government Bonds;20.1.2017;15 YEARS;0,845269
Government Bonds;20.1.2017;3 MONTHS;-0,746602
Government Bonds;20.1.2017;6 MONTHS;-0,731792
Government Bonds;20.1.2017;9 MONTHS;-0,725653
Government Bonds;20.1.2017;20 YEARS;1,077132
Government Bonds;20.1.2017;25 YEARS;1,217405
Government Bonds;20.1.2017;30 YEARS;1,310994
Euribor rates;23.1.2017;1 WEEK;-0,379
Euribor rates;23.1.2017;2 WEEKS;-0,372
Euribor rates;23.1.2017;1 MONTH;-0,372
Euribor rates;23.1.2017;2 MONTHS;-0,339
Euribor rates;23.1.2017;3 MONTHS;-0,327
Euribor rates;23.1.2017;6 MONTHS;-0,241
Euribor rates;23.1.2017;9 MONTHS;-0,156
Euribor rates;23.1.2017;12 MONTHS;-0,101
Government Bonds;23.1.2017;10 YEARS;0,422468
Government Bonds;23.1.2017;12 MONTHS;-0,652406
Government Bonds;23.1.2017;2 YEARS;-0,685565
Government Bonds;23.1.2017;5 YEARS;-0,356889
Government Bonds;23.1.2017;7 YEARS;-0,010029
Government Bonds;23.1.2017;12 YEARS;0,632013
Government Bonds;23.1.2017;15 YEARS;0,857249
Government Bonds;23.1.2017;3 MONTHS;-0,615071
Government Bonds;23.1.2017;6 MONTHS;-0,622981
Government Bonds;23.1.2017;9 MONTHS;-0,636841
Government Bonds;23.1.2017;20 YEARS;1,090083
Government Bonds;23.1.2017;25 YEARS;1,230814
Government Bonds;23.1.2017;30 YEARS;1,324696
Euribor rates;24.1.2017;1 WEEK;-0,379
Euribor rates;24.1.2017;2 WEEKS;-0,372
Euribor rates;24.1.2017;1 MONTH;-0,372
Euribor rates;24.1.2017;2 MONTHS;-0,339
Euribor rates;24.1.2017;3 MONTHS;-0,328
Euribor rates;24.1.2017;6 MONTHS;-0,242
Euribor rates;24.1.2017;9 MONTHS;-0,158
Euribor rates;24.1.2017;12 MONTHS;-0,101
Government Bonds;24.1.2017;10 YEARS;0,417758
Government Bonds;24.1.2017;12 MONTHS;-0,660539
Government Bonds;24.1.2017;2 YEARS;-0,685997
Government Bonds;24.1.2017;5 YEARS;-0,358448
Government Bonds;24.1.2017;7 YEARS;-0,012681
Government Bonds;24.1.2017;12 YEARS;0,625754
Government Bonds;24.1.2017;15 YEARS;0,848919
Government Bonds;24.1.2017;3 MONTHS;-0,645181
Government Bonds;24.1.2017;6 MONTHS;-0,643104
Government Bonds;24.1.2017;9 MONTHS;-0,64989
Government Bonds;24.1.2017;20 YEARS;1,079307
Government Bonds;24.1.2017;25 YEARS;1,218497
Government Bonds;24.1.2017;30 YEARS;1,311346
Euribor rates;25.1.2017;1 WEEK;-0,379
Euribor rates;25.1.2017;2 WEEKS;-0,372
Euribor rates;25.1.2017;1 MONTH;-0,372
Euribor rates;25.1.2017;2 MONTHS;-0,34
Euribor rates;25.1.2017;3 MONTHS;-0,328
Euribor rates;25.1.2017;6 MONTHS;-0,242
Euribor rates;25.1.2017;9 MONTHS;-0,159
Euribor rates;25.1.2017;12 MONTHS;-0,101
Government Bonds;25.1.2017;10 YEARS;0,488779
Government Bonds;25.1.2017;12 MONTHS;-0,64568
Government Bonds;25.1.2017;2 YEARS;-0,665369
Government Bonds;25.1.2017;5 YEARS;-0,309903
Government Bonds;25.1.2017;7 YEARS;0,049093
Government Bonds;25.1.2017;12 YEARS;0,699241
Government Bonds;25.1.2017;15 YEARS;0,924053
Government Bonds;25.1.2017;3 MONTHS;-0,633432
Government Bonds;25.1.2017;6 MONTHS;-0,630175
Government Bonds;25.1.2017;9 MONTHS;-0,635999
Government Bonds;25.1.2017;20 YEARS;1,155523
Government Bonds;25.1.2017;25 YEARS;1,295258
Government Bonds;25.1.2017;30 YEARS;1,388461
Euribor rates;26.1.2017;1 WEEK;-0,379
Euribor rates;26.1.2017;2 WEEKS;-0,372
Euribor rates;26.1.2017;1 MONTH;-0,372
Euribor rates;26.1.2017;2 MONTHS;-0,339
Euribor rates;26.1.2017;3 MONTHS;-0,328
Euribor rates;26.1.2017;6 MONTHS;-0,244
Euribor rates;26.1.2017;9 MONTHS;-0,161
Euribor rates;26.1.2017;12 MONTHS;-0,102
Government Bonds;26.1.2017;10 YEARS;0,495228
Government Bonds;26.1.2017;12 MONTHS;-0,661498
Government Bonds;26.1.2017;2 YEARS;-0,671203
Government Bonds;26.1.2017;5 YEARS;-0,290584
Government Bonds;26.1.2017;7 YEARS;0,067034
Government Bonds;26.1.2017;12 YEARS;0,697823
Government Bonds;26.1.2017;15 YEARS;0,913166
Government Bonds;26.1.2017;3 MONTHS;-0,645449
Government Bonds;26.1.2017;6 MONTHS;-0,6454
Government Bonds;26.1.2017;9 MONTHS;-0,652307
Government Bonds;26.1.2017;20 YEARS;1,134267
Government Bonds;26.1.2017;25 YEARS;1,26764
Government Bonds;26.1.2017;30 YEARS;1,356593
Euribor rates;27.1.2017;1 WEEK;-0,38
Euribor rates;27.1.2017;2 WEEKS;-0,374
Euribor rates;27.1.2017;1 MONTH;-0,372
Euribor rates;27.1.2017;2 MONTHS;-0,339
Euribor rates;27.1.2017;3 MONTHS;-0,328
Euribor rates;27.1.2017;6 MONTHS;-0,243
Euribor rates;27.1.2017;9 MONTHS;-0,16
Euribor rates;27.1.2017;12 MONTHS;-0,101
Government Bonds;27.1.2017;10 YEARS;0,497228
Government Bonds;27.1.2017;12 MONTHS;-0,660174
Government Bonds;27.1.2017;2 YEARS;-0,672522
Government Bonds;27.1.2017;5 YEARS;-0,286354
Government Bonds;27.1.2017;7 YEARS;0,072448
Government Bonds;27.1.2017;12 YEARS;0,69666
Government Bonds;27.1.2017;15 YEARS;0,90784
Government Bonds;27.1.2017;3 MONTHS;-0,639703
Government Bonds;27.1.2017;6 MONTHS;-0,641187
Government Bonds;27.1.2017;9 MONTHS;-0,649624
Government Bonds;27.1.2017;20 YEARS;1,124178
Government Bonds;27.1.2017;25 YEARS;1,254596
Government Bonds;27.1.2017;30 YEARS;1,341571
Euribor rates;30.1.2017;1 WEEK;-0,379
Euribor rates;30.1.2017;2 WEEKS;-0,374
Euribor rates;30.1.2017;1 MONTH;-0,372
Euribor rates;30.1.2017;2 MONTHS;-0,34
Euribor rates;30.1.2017;3 MONTHS;-0,328
Euribor rates;30.1.2017;6 MONTHS;-0,244
Euribor rates;30.1.2017;9 MONTHS;-0,159
Euribor rates;30.1.2017;12 MONTHS;-0,1
Government Bonds;30.1.2017;10 YEARS;0,493383
Government Bonds;30.1.2017;12 MONTHS;-0,686601
Government Bonds;30.1.2017;2 YEARS;-0,677531
Government Bonds;30.1.2017;5 YEARS;-0,276533
Government Bonds;30.1.2017;7 YEARS;0,077326
Government Bonds;30.1.2017;12 YEARS;0,688314
Government Bonds;30.1.2017;15 YEARS;0,894618
Government Bonds;30.1.2017;3 MONTHS;-0,690325
Government Bonds;30.1.2017;6 MONTHS;-0,68301
Government Bonds;30.1.2017;9 MONTHS;-0,68336
Government Bonds;30.1.2017;20 YEARS;1,105917
Government Bonds;30.1.2017;25 YEARS;1,233291
Government Bonds;30.1.2017;30 YEARS;1,318236
Euribor rates;31.1.2017;1 WEEK;-0,379
Euribor rates;31.1.2017;2 WEEKS;-0,374
Euribor rates;31.1.2017;1 MONTH;-0,372
Euribor rates;31.1.2017;2 MONTHS;-0,34
Euribor rates;31.1.2017;3 MONTHS;-0,327
Euribor rates;31.1.2017;6 MONTHS;-0,243
Euribor rates;31.1.2017;9 MONTHS;-0,159
Euribor rates;31.1.2017;12 MONTHS;-0,101
Government Bonds;31.1.2017;10 YEARS;0,496979
Government Bonds;31.1.2017;12 MONTHS;-0,70255
Government Bonds;31.1.2017;2 YEARS;-0,692097
Government Bonds;31.1.2017;5 YEARS;-0,280017
Government Bonds;31.1.2017;7 YEARS;0,077753
Government Bonds;31.1.2017;12 YEARS;0,693232
Government Bonds;31.1.2017;15 YEARS;0,900923
Government Bonds;31.1.2017;3 MONTHS;-0,699708
Government Bonds;31.1.2017;6 MONTHS;-0,695869
Government Bonds;31.1.2017;9 MONTHS;-0,69828
Government Bonds;31.1.2017;20 YEARS;1,113657
Government Bonds;31.1.2017;25 YEARS;1,241902
Government Bonds;31.1.2017;30 YEARS;1,327428
Euribor rates;1.2.2017;1 WEEK;-0,38
Euribor rates;1.2.2017;2 WEEKS;-0,375
Euribor rates;1.2.2017;1 MONTH;-0,372
Euribor rates;1.2.2017;2 MONTHS;-0,34
Euribor rates;1.2.2017;3 MONTHS;-0,328
Euribor rates;1.2.2017;6 MONTHS;-0,244
Euribor rates;1.2.2017;9 MONTHS;-0,159
Euribor rates;1.2.2017;12 MONTHS;-0,103
Government Bonds;1.2.2017;10 YEARS;0,513337
Government Bonds;1.2.2017;12 MONTHS;-0,722582
Government Bonds;1.2.2017;2 YEARS;-0,714637
Government Bonds;1.2.2017;5 YEARS;-0,288338
Government Bonds;1.2.2017;7 YEARS;0,080948
Government Bonds;1.2.2017;12 YEARS;0,715766
Government Bonds;1.2.2017;15 YEARS;0,93004
Government Bonds;1.2.2017;3 MONTHS;-0,710817
